station_coordinates,station_name,station_slug,station_type,transport_type,transport_index
"[48.92391862562617, 2.259345703052149]",Colombes,Colombes,TRAIN,TRANSILIEN J,J
"[48.982979762271704, 1.8089078287123903]",Gargenville,Gargenville,TRAIN,TRANSILIEN J,J
"[49.02316199809731, 2.462168966135234]",Goussainville,Goussainville,RER,RER D,D
"[48.746452319769574, 2.727229371429766]",Gretz-Armainvilliers,Gretz-Armainvilliers,RER,RER E,E
"[48.8072466111669, 2.0405192047036644]",Fontenay-le-Fleury,Fontenay-le-Fleury,TRAIN,TRANSILIEN N,N
"[48.84379435099823, 2.463501419487551]",Fontenay-sous-Bois,Fontenay-sous-Bois,RER,RER A,A
"[48.869950134005364, 2.7822267234490363]",Marne-la-Vallée-Chessy,Marne-la-Vallée-Chessy,RER,RER A,A
"[48.8210388141285, 2.4638567953623154]",Joinville-le-Pont,Joinville-le-Pont,RER,RER A,A
"[48.966326543908124, 2.3165820711557]",La Barre-Ormesson,La Barre-Ormesson,TRAIN,TRANSILIEN H,H
"[48.98950250709662, 1.7030161341672225]",Mantes-la-Jolie,Mantes-la-Jolie,TRAIN,TRANSILIEN N,N
"[48.565593861886065, 2.290924468489717]",Marolles-en-Hurepoix,Marolles-en-Hurepoix,RER,RER C,C
"[48.90955319881107, 1.856855516922891]",Maule,Maule,TRAIN,TRANSILIEN N,N
"[48.98663884378675, 2.059569496216214]",Maurecourt,Maurecourt,TRAIN,TRANSILIEN J,J
"[48.52724332052425, 2.6549902821418874]",Melun,Melun,TRAIN,TRANSILIEN R,R
"[48.34841601331182, 2.0322397733867]",Monnerville,Monnerville,TRAIN,GL,GL
"[48.950819986643154, 3.124909020747328]",La Ferté-sous-Jouarre,La Ferté-sous-Jouarre,TRAIN,TRANSILIEN P,P
"[48.88218913577092, 2.706014179759928]",Lagny-Thorigny,Lagny-Thorigny,TRAIN,TRANSILIEN P,P
"[48.53877525569195, 2.6255221550663017]",Le Mée,Le Mée,RER,RER D,D
"[48.80537766122676, 2.486349748779074]",Le Parc de Saint-Maur,Le Parc de Saint-Maur,RER,RER A,A
"[48.888865741372086, 2.513157532747811]",Le Raincy-Villemomble-Montfermeil,Le Raincy-Villemomble-Montfermeil,RER,RER E,E
"[48.788466672616934, 2.4322435333606984]",Le Vert-de-Maisons,Le Vert-de-Maisons,RER,RER D,D
"[48.78222618259531, 2.409590234985702]",Les Ardoines,Les Ardoines,RER,RER C,C
"[48.92087280342236, 2.313835382457718]",Les Grésillons,Les Grésillons,RER,RER C,C
"[49.03318276809758, 2.4780333651150817]",Les Noues,Les Noues,RER,RER D,D
"[48.628375550788355, 2.56958354823646]",Lieusaint-Moissy,Lieusaint-Moissy,RER,RER D,D
"[48.84543414954589, 2.339762849560475]",Luxembourg,Luxembourg,RER,RER B,B
"[48.70814058271019, 2.2373143646394547]",Palaiseau-Villebon,Palaiseau-Villebon,RER,RER B,B
"[49.14771950466571, 2.2778231906293986]",Persan-Beaumont,Persan-Beaumont,TRAIN,TRANSILIEN H,H
"[48.848237109475654, 2.3958235888261252]",Nation,Nation,RER,RER A,A
"[49.019136738908486, 2.1546634856409232]",Pierrelaye,Pierrelaye,RER,RER C,C
"[49.06628869676361, 2.322920457193825]",Montsoult-Maffliers,Montsoult-Maffliers,TRAIN,TRANSILIEN H,H
"[48.78949667593891, 2.9073872703725323]",Mortcerf,Mortcerf,TRAIN,TRANSILIEN P,P
"[48.561947849088995, 3.0120121424808306]",Nangis,Nangis,TRAIN,TRANSILIEN P,P
"[49.13828637433882, 2.490178985421195]",Orry-la-Ville-Coye-la-Forêt,Orry-la-Ville-Coye-la-Forêt,RER,RER D,D
"[48.53513976605376, 2.544348950368585]",Ponthierry-Pringy,Ponthierry-Pringy,RER,RER D,D
"[49.06115389989251, 2.1315382716316975]",Pont-Petit,Pont-Petit,TRAIN,TRANSILIEN H,H
"[48.84003378648352, 2.33709643088009]",Port Royal,Port Royal,RER,RER B,B
"[49.062969677663645, 2.057902989161613]",Osny,Osny,TRAIN,TRANSILIEN J,J
"[49.045311647416625, 2.1051107034445073]",Saint-Ouen-l'Aumône,Saint-Ouen-l'Aumône,TRAIN,TRANSILIEN H,H
"[48.78739023735681, 2.044621988534177]",Saint-Quentin-en-Yvelines,Saint-Quentin-en-Yvelines,TRAIN,TRANSILIEN N,N
"[48.78135672038832, 2.297647677794033]",Sceaux,Sceaux,RER,RER B,B
"[48.82121703695917, 2.2148597954375484]",Sèvres Rive Gauche,Sèvres Rive Gauche,TRAIN,TRANSILIEN N,N
"[48.771707906029434, 2.5074826457143127]",Sucy-Bonneuil,Sucy-Bonneuil,RER,RER A,A
"[48.871714190222136, 2.2210295504311297]",Suresnes-Mont-Valérien,Suresnes-Mont-Valérien,TRAIN,TRANSILIEN U,U
"[48.88252792360069, 2.481213457683428]",Rosny-Bois-Perrier,Rosny-Bois-Perrier,RER,RER E,E
"[48.52914896589067, 3.255368150025012]",Sainte-Colombe-Septveilles,Sainte-Colombe-Septveilles,TRAIN,TRANSILIEN P,P
"[48.38268943407051, 2.8165787708488974]",Saint-Mammès,Saint-Mammès,TRAIN,TRANSILIEN R,R
"[48.806200023829, 2.472720403802171]",Saint-Maur-Créteil,Saint-Maur-Créteil,RER,RER A,A
"[48.67609243303041, 2.386783798391593]",Viry-Châtillon,Viry-Châtillon,RER,RER D,D
"[49.09107345125737, 2.2018234842360584]",Valmondois,Valmondois,TRAIN,TRANSILIEN H,H
"[48.394308437821834, 2.7640281887878886]",Thomery,Thomery,TRAIN,TRANSILIEN R,R
"[48.83964551632845, 2.655130086641313]",Torcy,Torcy,RER,RER A,A
"[48.730638291953525, 2.4462264454387066]",Villeneuve-Saint-Georges,Villeneuve-Saint-Georges,RER,RER D,D
"[49.26394414357276, 2.4689141153510383]",Creil,Creil,TRAIN,TRANSILIEN H,H
"[49.20087707816823, 2.838108478036551]",Ormoy-Villers,Ormoy-Villers,TRAIN,TRANSILIEN K,K
"[48.85804605444998, 2.2741546297365582]",La Muette,La Muette,METRO,METRO 9,9
"[48.729023984207714, 2.3699132275101324]",Orly 4,Orly 4,VAL,ORLYVAL,ORL
"[48.76477601201801, 2.1639470858818313]",Jouy-en-Josas,Jouy-en-Josas,RER,RER C,C
"[48.93190349406898, 2.2609654735287203]",Le Stade,Le Stade,TRAIN,TRANSILIEN J,J
"[48.87790843722566, 2.2844312199167676]",Neuilly Porte Maillot,Neuilly Porte Maillot,RER,RER C,C
"[48.843509238513676, 2.6166786246946017]",Noisiel,Noisiel,RER,RER A,A
"[49.00776771833622, 2.1965029019130347]",Montigny-Beauchamp,Montigny-Beauchamp,TRAIN,TRANSILIEN H,H
"[49.00776771833622, 2.1965029019130347]",Montigny-Beauchamp,Montigny-Beauchamp,RER,RER C,C
"[48.860351433091736, 2.32675977444181]",Musée d'Orsay,Musée d'Orsay,RER,RER C,C
"[48.55092667936702, 2.1249373835377647]",Saint-Chéron,Saint-Chéron,RER,RER C,C
"[48.80547779084043, 2.167669031960396]",Viroflay Rive Droite,Viroflay Rive Droite,TRAIN,TRANSILIEN L,L
"[48.950651092156185, 2.23253400870597]",Val d'Argenteuil,Val d'Argenteuil,TRAIN,TRANSILIEN J,J
"[49.09153773262698, 1.477856178052856]",Vernon,Vernon,TRAIN,TRANSILIEN J,J
"[48.33268364377388, 2.6924801905840656]",Bourron-Marlotte-Grez,Bourron-Marlotte-Grez,TRAIN,TRANSILIEN R,R
"[48.34166354368213, 2.37881544331189]",Boigneville,Boigneville,RER,RER D,D
"[48.47552307144049, 2.6920332598663985]",Bois-le-Roi,Bois-le-Roi,TRAIN,TRANSILIEN R,R
"[49.0758428838879, 2.024952931375387]",Boissy-l'Aillerie,Boissy-l'Aillerie,TRAIN,TRANSILIEN J,J
"[48.90576265617279, 2.2699647791945132]",Bécon-les-Bruyères,Bécon-les-Bruyères,TRAIN,TRANSILIEN L,L
"[48.96866508212806, 2.1930924686940605]",Cormeilles-en-Parisis,Cormeilles-en-Parisis,TRAIN,TRANSILIEN J,J
"[48.58272468713799, 2.2234488335831086]",Égly,Égly,RER,RER C,C
"[49.04787620243536, 2.010999760003632]",Cergy Le Haut,Cergy Le Haut,RER,RER A,A
"[48.51424587436435, 2.2155178119494896]",Chamarande,Chamarande,RER,RER C,C
"[48.85645721060724, 2.2898035182584997]",Champ de Mars,Champ de Mars,RER,RER C,C
"[48.8768369530351, 2.324738046836633]",Saint-Lazare,Saint-Lazare,TRAIN,TRANSILIEN L,L
"[48.68619126622109, 2.317299785060706]",Gravigny-Balizy,Gravigny-Balizy,RER,RER C,C
"[48.81047522448721, 1.7645814867402245]",Garancières-La Queue,Garancières-La Queue,TRAIN,TRANSILIEN N,N
"[48.83059547530458, 2.264069650250567]",Issy-Val-de-Seine,Issy-Val-de-Seine,RER,RER C,C
"[48.734888146410114, 2.2740024044842473]",Massy-Verrières,Massy-Verrières,RER,RER B,B
"[49.014133684049256, 2.078306591409993]",Neuville Université,Neuville Université,RER,RER A,A
"[49.03896352400667, 2.103461593344873]",Saint-Ouen-l'Aumône - Quartier de l'Église,Saint-Ouen-l'Aumône - Quartier de l'Église,TRAIN,TRANSILIEN J,J
"[48.847340363235745, 2.4324346602606606]",Vincennes,Vincennes,RER,RER A,A
"[49.00712724629194, 1.963551770278395]",Vaux-sur-Seine,Vaux-sur-Seine,TRAIN,TRANSILIEN J,J
"[48.795138178428715, 2.1351562241000215]",Versailles-Chantiers,Versailles-Chantiers,RER,RER C,C
"[48.8768369530351, 2.324738046836633]",Saint-Lazare,Saint-Lazare,TRAIN,TRANSILIEN J,J
"[48.96876079265082, 3.3227975625701633]",Nogent-l'Artaud-Charly,Nogent-l'Artaud-Charly,TRAIN,TRANSILIEN P,P
"[48.87481054018848, 2.2958012223518685]",Charles De Gaulle-Étoile,Charles De Gaulle-Étoile,METRO,METRO 2,2
"[48.874748649745484, 2.2955602562131467]",Charles De Gaulle-Étoile,Charles De Gaulle-Étoile,METRO,METRO 6,6
"[48.8942522613044, 2.3137721574057815]",Porte de Clichy,Porte de Clichy,METRO,METRO 13,13
"[48.80570415392358, 2.1690700494304567]",Viroflay Rive Droite,Viroflay Rive Droite,TRAMWAY,TRAM 6,6
"[48.95456256184511, 2.3023050820304927]",Épinay-sur-Seine,Épinay-sur-Seine,TRAMWAY,TRAM 11,11
"[48.85394260527926, 2.289334532778806]",Bir-Hakeim,Bir-Hakeim,METRO,METRO 6,6
"[48.88066746252183, 2.3744959662604246]",Bolivar,Bolivar,METRO,METRO 7bis,7b
"[48.8653227107436, 2.3567298691737]",Arts et Métiers,Arts et Métiers,METRO,METRO 11,11
"[48.88380394146675, 2.350612999325322]",Barbès-Rochechouart,Barbès-Rochechouart,METRO,METRO 2,2
"[48.85343696136713, 2.3687365726261684]",Bastille,Bastille,METRO,METRO 5,5
"[48.78000282797376, 2.459363129076404]",Créteil–Préfecture,Créteil–Préfecture,METRO,METRO 8,8
"[48.85043454807889, 2.2936124371878024]",Dupleix,Dupleix,METRO,METRO 6,6
"[48.87851411308943, 2.3816145119289653]",Buttes-Chaumont,Buttes-Chaumont,METRO,METRO 7bis,7b
"[48.919007554283056, 2.342608014423155]",Carrefour Pleyel,Carrefour Pleyel,METRO,METRO 13,13
"[48.846534635796644, 2.2859992220590066]",Charles Michels,Charles Michels,METRO,METRO 10,10
"[48.854936377424146, 2.3473213170674256]",Cité,Cité,METRO,METRO 4,4
"[48.878770366653185, 2.322265213130597]",Europe,Europe,METRO,METRO 3,3
"[48.89048545381225, 2.3599957663946203]",Marx Dormoy,Marx Dormoy,METRO,METRO 12,12
"[48.84505817137918, 2.261745124963671]",Michel Ange-Molitor,Michel Ange-Molitor,METRO,METRO 9,9
"[48.873769988661, 2.31445603617697]",Miromesnil,Miromesnil,METRO,METRO 13,13
"[48.881016496556725, 2.272238940611056]",Les Sablons,Les Sablons,METRO,METRO 1,1
"[48.870667019963506, 2.3257526352867255]",Madeleine,Madeleine,METRO,METRO 14,14
"[48.91196489694664, 2.3339248904797145]",Mairie de Saint-Ouen,Mairie de Saint-Ouen,METRO,METRO 13,13
"[48.8628296709713, 2.3368784003341987]",Palais Royal - Musée du Louvre,Palais Royal - Musée du Louvre,METRO,METRO 7,7
"[48.8309272400659, 2.3561219387971035]",Place d'Italie,Place d'Italie,METRO,METRO 6,6
"[48.831433629197946, 2.3556436430337095]",Place d'Italie,Place d'Italie,METRO,METRO 7,7
"[48.86496414484482, 2.367901414841736]",Oberkampf,Oberkampf,METRO,METRO 5,5
"[48.85193594110045, 2.3406130064065036]",Odéon,Odéon,METRO,METRO 10,10
"[48.869939034252084, 2.3325924893559113]",Opéra,Opéra,METRO,METRO 7,7
"[48.83182564955102, 2.314122323459022]",Plaisance,Plaisance,METRO,METRO 13,13
"[48.867513024064, 2.346552336353211]",Sentier,Sentier,METRO,METRO 3,3
"[48.86651446080855, 2.3608035032752683]",Temple,Temple,METRO,METRO 3,3
"[48.888417477833464, 2.391784450963432]",Porte de Pantin,Porte de Pantin,METRO,METRO 5,5
"[48.89737479549444, 2.328942812768302]",Porte de Saint-Ouen,Porte de Saint-Ouen,METRO,METRO 13,13
"[48.87717481837107, 2.4064801569984855]",Porte des Lilas,Porte des Lilas,METRO,METRO 11,11
"[48.86590673865971, 2.3341895419682492]",Pyramides,Pyramides,METRO,METRO 14,14
"[48.83704511922334, 2.3728257245425715]",Quai de la Gare,Quai de la Gare,METRO,METRO 6,6
"[48.84717990913505, 2.385243715115071]",Reuilly-Diderot,Reuilly-Diderot,METRO,METRO 1,1
"[48.87210144119713, 2.404514942379104]",Saint-Fargeau,Saint-Fargeau,METRO,METRO 3bis,3bis
"[48.85144170650579, 2.3144081214724865]",Saint-François-Xavier,Saint-François-Xavier,METRO,METRO 13,13
"[48.88566111176713, 2.3425496532584877]",Funiculaire Montmartre Station Haute,Funiculaire Montmartre Station Haute,VAL,FUNICULAIRE MONTMARTRE,FUN
"[48.86644680513255, 2.3835991095736566]",Ménilmontant,Ménilmontant,METRO,METRO 2,2
"[48.844065596373376, 2.3904821339803877]",Montgallet,Montgallet,METRO,METRO 8,8
"[48.88470820039658, 2.2605150792517]",Pont de Neuilly,Pont de Neuilly,METRO,METRO 1,1
"[48.8585538254322, 2.342232759368107]",Pont Neuf,Pont Neuf,METRO,METRO 7,7
"[48.86460037244116, 2.4080310370758147]",Porte de Bagnolet,Porte de Bagnolet,METRO,METRO 3,3
"[48.88600615057262, 2.2935299663372546]",Porte de Champerret,Porte de Champerret,METRO,METRO 3,3
"[48.88796756081547, 2.3734568878525493]",Riquet,Riquet,METRO,METRO 7,7
"[48.84520470264663, 2.2664415417194004]",Chardon Lagache,Chardon Lagache,METRO,METRO 10,10
"[48.838734857902175, 2.2821433781708906]",Lourmel,Lourmel,METRO,METRO 8,8
"[48.864343777799434, 2.3301298771128605]",Tuileries,Tuileries,METRO,METRO 1,1
"[48.86343374103025, 2.4088324651439725]",Porte de Bagnolet,Porte de Bagnolet,TRAMWAY,TRAM 3b,3B
"[48.89804144940351, 2.3450784496454853]",Porte de Clignancourt,Porte de Clignancourt,TRAMWAY,TRAM 3b,3B
"[48.81060109355984, 2.3003574744281323]",Châtillon-Montrouge,Châtillon-Montrouge,TRAMWAY,TRAM 6,6
"[48.840663228364996, 2.3263846107928456]",Edgar Quinet,Edgar Quinet,METRO,METRO 6,6
"[48.906700629866656, 2.4605234036744177]",Auguste Delaune,Auguste Delaune,TRAMWAY,TRAM 1,1
"[48.906536558124614, 2.4439923345541366]",Hôtel de Ville de Bobigny,Hôtel de Ville de Bobigny,TRAMWAY,TRAM 1,1
"[48.86823878391211, 2.221410602618015]",Suresnes-Longchamp,Suresnes-Longchamp,TRAMWAY,TRAM 2,2
"[48.95550447618455, 2.295591694903069]",Épinay-Orgemont,Épinay-Orgemont,TRAMWAY,TRAM 8,8
"[48.93339059626015, 2.300626211232596]",Timbaud,Timbaud,TRAMWAY,TRAM 1,1
"[48.8675213562803, 2.4089789397445074]",Séverine,Séverine,TRAMWAY,TRAM 3b,3B
"[48.83986483089535, 2.408874539222468]",Montempoivre,Montempoivre,TRAMWAY,TRAM 3a,3A
"[48.897429960845656, 2.394968407167714]",Ella Fitzgerald,Ella Fitzgerald,TRAMWAY,TRAM 3b,3B
"[48.96350234744357, 2.360213791734573]",Mairie de Pierrefitte,Mairie de Pierrefitte,TRAMWAY,TRAM 5,5
"[48.95557634707396, 2.3583228561508633]",Joncherolles,Joncherolles,TRAMWAY,TRAM 5,5
"[48.78310754951454, 2.367157833315663]",Lamartine,Lamartine,TRAMWAY,TRAM 7,7
"[48.77893639215157, 2.3674058644972846]",Domaine Chérioux,Domaine Chérioux,TRAMWAY,TRAM 7,7
"[48.78353933183029, 2.2252802952811885]",Meudon-la-Forêt,Meudon-la-Forêt,TRAMWAY,TRAM 6,6
"[48.78140431995061, 2.2091292272948757]",Inovel Parc Nord,Inovel Parc Nord,TRAMWAY,TRAM 6,6
"[48.94958134418316, 2.3425218260403127]",César,César,TRAMWAY,TRAM 8,8
"[48.908527016896606, 2.5322874421850665]",Léon Blum,Léon Blum,TRAMWAY,TRAM 4,4
"[48.90841688545126, 2.539173330939577]",Maurice Audin,Maurice Audin,TRAMWAY,TRAM 4,4
"[48.889007648572594, 2.3956810747116024]",Porte de Pantin,Porte de Pantin,TRAMWAY,TRAM 3b,3B
"[48.768442357942064, 2.4028603221912603]",Verdun Hoche,Verdun Hoche,TRAMWAY,TRAM 9,9
"[48.75920002853775, 2.408875606162366]",Carle-Darthe,Carle-Darthe,TRAMWAY,TRAM 9,9
"[48.746942401670225, 2.4163208947708146]",Les Saules,Les Saules,TRAMWAY,TRAM 9,9
"[48.78362462122326, 2.214433502050176]",Dewoitine,Dewoitine,TRAMWAY,TRAM 6,6
"[48.79988738224288, 2.2819513201694472]",Parc André Malraux,Parc André Malraux,TRAMWAY,TRAM 6,6
"[48.81262937519268, 2.3706612489603813]",Cimetière Parisien d'Ivry,Cimetière Parisien d'Ivry,TRAMWAY,TRAM 9,9
"[48.807214331925785, 2.3749115993548338]",La Briqueterie,La Briqueterie,TRAMWAY,TRAM 9,9
"[49.01340270384009, 2.541951696822007]",Terminal 1,Terminal 1,VAL,CDGVAL,CDG
"[48.91800820485815, 2.362470767055212]",La Plaine-Stade de France,La Plaine-Stade de France,RER,RER B,B
"[48.92530879617841, 1.4434127390456772]",Bueil,Bueil,TRAIN,GL,GL
"[48.28627700877569, 3.2017673450549204]",Pont-sur-Yonne,Pont-sur-Yonne,TRAIN,GL,GL
"[48.931959085433014, 2.4971165154707378]",Aulnay-sous-Bois,Aulnay-sous-Bois,TRAMWAY,TRAM 4,4
"[48.69910694601902, 2.506676982547087]",Brunoy,Brunoy,RER,RER D,D
"[48.487373093663614, 2.7504830973688112]",Fontaine-le-Port,Fontaine-le-Port,TRAIN,TRANSILIEN R,R
"[48.545296264923, 3.286679528098299]",Champbenoist-Poigny,Champbenoist-Poigny,TRAIN,TRANSILIEN P,P
"[49.126209959725394, 2.5070138416038654]",La Borne Blanche,La Borne Blanche,RER,RER D,D
"[48.84615720389792, 2.2784003863661018]",Javel - André Citroën,Javel - André Citroën,METRO,METRO 10,10
"[48.893805859684164, 2.482032922407471]",Bondy,Bondy,TRAMWAY,TRAM 4,4
"[48.95900165452811, 2.3283518828743324]",Épinay Villetaneuse,Épinay Villetaneuse,TRAMWAY,TRAM 11,11
"[48.85778351365199, 2.434538451473473]",Croix de Chavaux,Croix de Chavaux,METRO,METRO 9,9
"[48.84023383539418, 2.35160647530219]",Censier-Daubenton,Censier-Daubenton,METRO,METRO 7,7
"[48.87262083899373, 2.3561539474503386]",Château d'Eau,Château d'Eau,METRO,METRO 4,4
"[48.85958965464833, 2.3464781835875943]",Châtelet,Châtelet,METRO,METRO 14,14
"[48.837099427289054, 2.296231386803388]",Convention,Convention,METRO,METRO 12,12
"[48.88399982396176, 2.3285301398903795]",Place de Clichy,Place de Clichy,METRO,METRO 2,2
"[48.884284149322156, 2.3658215462820884]",Stalingrad,Stalingrad,METRO,METRO 2,2
"[48.88233342277264, 2.321801731063168]",Rome,Rome,METRO,METRO 2,2
"[48.83173796343587, 2.237436786980606]",Billancourt,Billancourt,METRO,METRO 9,9
"[48.85200902958603, 2.36867458439179]",Bastille,Bastille,METRO,METRO 1,1
"[48.86497810694326, 2.3969128470866257]",Gambetta,Gambetta,METRO,METRO 3,3
"[48.88439967613092, 2.360399500808731]",La Chapelle,La Chapelle,METRO,METRO 2,2
"[48.842412769424165, 2.2596084727525714]",Exelmans,Exelmans,METRO,METRO 9,9
"[48.86940219572108, 2.3538187935928794]",Strasbourg-Saint-Denis,Strasbourg-Saint-Denis,METRO,METRO 9,9
"[48.881094426231876, 2.3147210047461946]",Villiers,Villiers,METRO,METRO 3,3
"[48.84370073905763, 2.4101095555973178]",Alexandra David-Néel,Alexandra David-Néel,TRAMWAY,TRAM 3a,3A
"[48.89783032536413, 2.338230427133583]",Angélique Compoint,Angélique Compoint,TRAMWAY,TRAM 3b,3B
"[48.913710544615356, 2.3807356063950937]",Mairie d'Aubervilliers,Mairie d'Aubervilliers,METRO,METRO 12,12
"[48.837052611110636, 2.074443574703382]",Bailly,Bailly,TRAMWAY,TRAM 13,13
"[48.76556476353476, 2.2595761148665066]",Cité-Jardin,Cité-Jardin,TRAMWAY,TRAM 10,10
"[49.04516945934257, 2.322917846227108]",Bouffémont-Moisselles,Bouffémont-Moisselles,TRAIN,TRANSILIEN H,H
"[48.78031379546215, 2.312307716888593]",Bourg-la-Reine,Bourg-la-Reine,RER,RER B,B
"[48.529746917640566, 2.572073662735742]",Boissise-le-Roi,Boissise-le-Roi,RER,RER D,D
"[48.75218571985377, 2.504559838342837]",Boissy-Saint-Léger,Boissy-Saint-Léger,RER,RER A,A
"[49.09188299534144, 3.0626904069870555]",Crouy-sur-Ourcq,Crouy-sur-Ourcq,TRAIN,TRANSILIEN P,P
"[48.725535303926115, 2.419565024387933]",Ablon,Ablon,RER,RER C,C
"[48.31129627381493, 2.0035250000979885]",Angerville,Angerville,TRAIN,GL,GL
"[48.79333629530144, 2.3222016336701206]",Bagneux,Bagneux,RER,RER B,B
"[48.81894780000307, 2.2298080037295134]",Bellevue,Bellevue,TRAIN,TRANSILIEN N,N
"[48.882681045735296, 2.8543159264638946]",Couilly-Saint-Germain-Quincy,Couilly-Saint-Germain-Quincy,TRAIN,TRANSILIEN P,P
"[48.85955731593991, 2.9057369645485336]",Crécy-la-Chapelle,Crécy-la-Chapelle,TRAIN,TRANSILIEN P,P
"[48.8058407886765, 2.6191944124556525]",Émerainville-Pontault-Combault,Émerainville-Pontault-Combault,RER,RER E,E
"[48.95810052145, 2.328463877708283]",Épinay-Villetaneuse,Épinay-Villetaneuse,TRAIN,TRANSILIEN H,H
"[48.96334411182407, 1.8090945087737829]",Épône-Mézières,Épône-Mézières,TRAIN,TRANSILIEN N,N
"[48.96334411182407, 1.8090945087737829]",Épône-Mézières,Épône-Mézières,TRAIN,TRANSILIEN J,J
"[48.980646099492056, 2.2720847727476317]",Ermont-Eaubonne,Ermont-Eaubonne,TRAIN,TRANSILIEN H,H
"[49.03646397979169, 2.079534939997373]",Cergy-Préfecture,Cergy-Préfecture,TRAIN,TRANSILIEN L,L
"[48.959164062128664, 3.0261112942860646]",Changis-Saint-Jean,Changis-Saint-Jean,TRAIN,TRANSILIEN P,P
"[48.97036693301553, 2.027518775677184]",Chanteloup-les-Vignes,Chanteloup-les-Vignes,TRAIN,TRANSILIEN J,J
"[49.069314134565126, 2.1416969327799578]",Chaponval,Chaponval,TRAIN,TRANSILIEN H,H
"[48.861822271863645, 2.3470126872387564]",Châtelet-Les Halles,Châtelet-Les Halles,RER,RER D,D
"[48.87414408208016, 2.583331158055107]",Chelles-Gournay,Chelles-Gournay,TRAIN,TRANSILIEN P,P
"[48.74794190095198, 2.312711013515798]",Chemin d'Antony,Chemin d'Antony,RER,RER C,C
"[48.743483984990334, 1.9210366000397376]",Coignières,Coignières,TRAIN,TRANSILIEN N,N
"[48.99139140194027, 2.6650598693073007]",Compans,Compans,TRAIN,TRANSILIEN K,K
"[48.99371347945197, 2.234276393996537]",Franconville-Le Plessis-Bouchard,Franconville-Le Plessis-Bouchard,TRAIN,TRANSILIEN H,H
"[48.883734280042844, 2.525434250765842]",Gagny,Gagny,RER,RER E,E
"[48.374525012439406, 2.059912347637065]",Guillerval,Guillerval,TRAIN,GL,GL
"[48.79602536686587, 1.6027016929905986]",Houdan,Houdan,TRAIN,TRANSILIEN N,N
"[48.43692393670402, 2.1595305875651536]",Étampes,Étampes,RER,RER C,C
"[48.49364457756063, 2.1945817005254256]",Étréchy,Étréchy,RER,RER C,C
"[48.689764621447345, 2.382846099452605]",Juvisy,Juvisy,RER,RER C,C
"[48.992241280352914, 1.8451344435023873]",Juziers,Juziers,TRAIN,TRANSILIEN J,J
"[48.3936415468044, 2.3934107240666367]",Maisse,Maisse,RER,RER D,D
"[48.98365450660709, 1.715210986447545]",Mantes-Station,Mantes-Station,TRAIN,TRANSILIEN J,J
"[48.725997091123524, 2.2583229936112406]",Massy-Palaiseau,Massy-Palaiseau,RER,RER C,C
"[48.57059685778347, 2.432098533660356]",Mennecy,Mennecy,RER,RER D,D
"[49.077699041884806, 2.2054467255247343]",Mériel,Mériel,TRAIN,TRANSILIEN H,H
"[48.80749262484541, 2.240883069335647]",Meudon-Val-Fleury,Meudon-Val-Fleury,RER,RER C,C
"[48.379526103248374, 2.9425234127023696]",Montereau,Montereau,TRAIN,TRANSILIEN R,R
"[48.80260197997195, 1.8164667941986066]",Montfort-L'Amaury-Méré,Montfort-L'Amaury-Méré,TRAIN,TRANSILIEN N,N
"[48.79538383468007, 2.5134232981847133]",La Varenne-Chennevières,La Varenne-Chennevières,RER,RER A,A
"[48.7054039238503, 2.1927348848067565]",Le Guichet,Le Guichet,RER,RER B,B
"[48.693096590281584, 1.856592065287129]",Le Perray,Le Perray,TRAIN,TRANSILIEN N,N
"[48.8900862346195, 2.134600875228716]",Le Vésinet-Centre,Le Vésinet-Centre,RER,RER A,A
"[48.91363686212216, 2.2573260237852075]",Les Vallées,Les Vallées,TRAIN,TRANSILIEN L,L
"[48.984172754372004, 1.7477861829061603]",Limay,Limay,TRAIN,TRANSILIEN J,J
"[49.02175726770351, 3.0317584458367772]",Lizy-sur-Ourcq,Lizy-sur-Ourcq,TRAIN,TRANSILIEN P,P
"[48.83921929901705, 2.6332109134176322]",Lognes,Lognes,RER,RER A,A
"[48.86121452766865, 2.123191095956035]",Louveciennes,Louveciennes,TRAIN,TRANSILIEN L,L
"[49.049325599952056, 2.501758065846462]",Louvres,Louvres,RER,RER D,D
"[48.770778916124826, 2.6902527821957585]",Ozoir-la-Ferrière,Ozoir-la-Ferrière,RER,RER E,E
"[48.89811230534608, 2.400361703159175]",Pantin,Pantin,RER,RER E,E
"[48.97342490628139, 2.5143602855334923]",Parc des Expositions,Parc des Expositions,RER,RER B,B
"[48.67638132523691, 2.333249457132578]",Petit-Vaux,Petit-Vaux,RER,RER C,C
"[48.89574531027312, 2.2232129684066613]",Nanterre-Préfecture,Nanterre-Préfecture,RER,RER A,A
"[48.896652450209764, 2.458363412015992]",Noisy-le-Sec,Noisy-le-Sec,RER,RER E,E
"[48.6363513661665, 2.4077962861739053]",Orangis-Bois de l'Epine,Orangis-Bois de l'Epine,RER,RER D,D
"[48.82657842713354, 1.7032184254768585]",Orgerus-Béhoust,Orgerus-Béhoust,TRAIN,TRANSILIEN N,N
"[48.93326540519439, 2.0410722896759257]",Poissy,Poissy,RER,RER A,A
"[48.748349681429666, 2.373111940704934]",Pont de Rungis,Pont de Rungis,RER,RER C,C
