station_coordinates,station_type_voie,station_dep,line_separation
"[48.838792151822645, 2.3397093697916196]",VDS,75,PR
"[48.849250174401995, 2.275581374002578]",VSU1,75,FR
"[48.87710640152558, 2.409590719486146]",VSU1,75,PR
"[48.83924111583348, 2.3164082801186794]",VSU1,75,PR
"[48.83851030114582, 2.3173130146339807]",VSU1,75,PR
"[48.85809073071492, 2.347239606236842]",VSU1,75,FR
"[48.84993118664982, 2.349227860960866]",VSU1,75,PR
"[48.85192166329868, 2.2795319851689184]",VSU1,75,FR
"[48.84992419624871, 2.3437164280220877]",VSU1,75,FR
"[48.89389384329939, 2.312130562936874]",VSU1,75,FR
"[48.87701770094252, 2.283458609976918]",VSU1,75,FR
"[48.85105142293785, 2.3443235787910264]",VSU1,75,PR
"[48.84410792616023, 2.3165013681003]",VSU1,75,FR
"[48.89950070173248, 2.329631364595826]",VDS,75,PR
"[48.843457929788094, 2.364580946144068]",VDS,75,PR
"[48.84330380271945, 2.37053120756139]",VSU1,75,FR
"[48.886075600644865, 2.288591660077087]",VDS,75,FR
"[48.8628208981793, 2.4051091943757283]",VSU2,75,FR
"[48.85118140073736, 2.3624263098763536]",VSU2,75,FR
"[48.84714626817031, 2.3406548626964585]",VSU2,75,PR
"[48.827339314043556, 2.32672220335512]",VDS,75,FR
"[48.858444183600675, 2.292615371528236]",VSU1,75,FR
"[48.86316187513408, 2.350834957463755]",VSU1,75,PR
"[48.85056689386108, 2.3702768088591304]",VDS,75,FR
"[48.8594498013536, 2.3454376146042915]",VSU1,75,PR
"[48.840468788518464, 2.263234104287056]",VSU1,75,FR
"[48.86532401394149, 2.352038962334534]",VSU1,75,PR
"[48.851431640627254, 2.33289654073236]",VSU1,75,FR
"[48.88003855202397, 2.3574596743745246]",VDSC,75,FR
"[48.83758320673392, 2.3221889312249755]",VSU1,75,FR
"[48.838488298251185, 2.372531164894312]",VSU1,75,FR
"[48.87881832147562, 2.3743087410725914]",VSU1,75,FR
"[48.86653947149317, 2.3203811962310366]",VSU1,75,FR
"[48.88021251370989, 2.3243600293205464]",VSU1,75,FR
"[48.82187070515519, 2.3219984537157075]",VSU1,75,PR
"[48.829073952958744, 2.3279489696171582]",VSU1,75,FR
"[48.82317584537524, 2.315973572472444]",VSU1,75,PR
"[48.854762222635244, 2.3624295797928507]",VSU1,75,FR
"[48.873198386332845, 2.4049767535743447]",VSU1,75,FR
"[48.92991649101244, 2.3616969313962364]",VDS,93,FR
"[48.861162450912346, 2.44505056249997]",VSU2,93,FR
"[48.85514174195242, 2.425847708588726]",VSU2,93,FR
"[48.86208677861557, 2.445137617262044]",VSU2,93,PR
"[48.86285064825959, 2.4412141459760064]",VDS,93,PR
"[48.918149599306695, 2.3558885493471946]",VSU1,93,FR
"[48.862545125122665, 2.4421874753964663]",VSU2,93,FR
"[48.89191607160928, 2.4022011631540563]",VSU2,93,FR
"[48.903289394285565, 2.479347266569387]",VSU1,93,PR
"[48.907346149841416, 2.449051949687771]",VSU2,93,PR
"[48.86233971297573, 2.4415230159924866]",VDS,93,PR
"[48.91664426601701, 2.497006672735129]",VSU1,93,FR
"[48.90801794247721, 2.4490531788045455]",VSU2,93,PR
"[48.861925794680324, 2.4413766150176412]",VSU1,93,PR
"[48.871264364245036, 2.485627541120208]",VSU1,93,PR
"[48.95217080796863, 2.3686409139552773]",VSU1,93,PR
"[48.96327023829567, 2.3702592193751086]",VSU2,93,PR
"[48.97364834880467, 2.513624326965298]",VSU1,93,PR
"[48.853539577645684, 2.42602678612986]",VSU2,93,FR
"[48.947482228100256, 2.3619365571663127]",VSU1,93,PR
"[48.97408769065868, 2.513933543818478]",VDS,93,PR
"[48.888201063314824, 2.403730757268674]",VSU2,93,FR
"[48.91918735455742, 2.342606158664931]",VSU1,93,FR
"[48.89304631312642, 2.456520865090634]",VSU1,93,PR
"[48.90389038764684, 2.4696896032338334]",VSU1,93,PR
"[48.90358725800656, 2.470792873819666]",VSU1,93,PR
"[48.9234495441596, 2.459514543354151]",VSU1,93,PR
"[48.946151833791454, 2.3864952731937197]",VDS,93,FR
"[48.85553055711385, 2.4229201557432027]",VSU2,93,PR
"[48.856769064720886, 2.4223932750876056]",VSU2,93,PR
"[48.88387247143957, 2.5105131931823355]",VSU1,93,PR
"[48.9039844456899, 2.3917636674815994]",VDS,93,PR
"[48.90453674512268, 2.4723842153637254]",VSU1,93,PR
"[48.908602773694696, 2.498476433246525]",VDS,93,FR
"[48.94223714437974, 2.387246666982179]",VSU1,93,FR
"[48.91151389472526, 2.3332725256477964]",VDS,93,FR
"[48.89408299916562, 2.3115203210013275]",VSU2,75,FR
"[48.858008834999865, 2.4114983683162396]",VSU2,75,FR
"[48.947681212684785, 2.5120793932232295]",VSU2,93,FR
"[48.68495439420713, 2.5302375151507124]",VSU1,91,PR
"[48.689049095975435, 2.525804942772083]",VSU1,91,PR
"[48.917358640977056, 2.0634218469446637]",VSU1,78,PR
"[48.78104328363037, 2.4738730628851657]",VSU1,94,PR
"[48.53900573664685, 2.657520474298366]",VSU1,77,FR
"[48.62828736604252, 2.568715933115075]",VDS,77,PR
"[48.8540507377539, 2.5976413901423214]",VDS,77,PR
"[48.95145440854086, 2.6013868016329655]",VSU1,77,PR
"[48.62561764609209, 2.5499547115000474]",VDS,77,PR
"[48.95160329133489, 2.601778868775737]",VSU1,77,PR
"[48.62715749378933, 2.5691403968015325]",VDS,77,PR
"[48.62852320178853, 2.5686262795443877]",VDS,77,PR
"[48.8745049394205, 2.5828543246340936]",VSU1,77,PR
"[48.55035770013342, 2.6391042000988127]",VSU1,77,PR
"[48.83656926196997, 2.711026848389436]",VDS,77,PR
"[48.87197992457026, 2.785183952927128]",VDS,77,PR
"[48.75894779998712, 1.9467395499902973]",VDS,78,PR
"[48.789196302157514, 2.042463996108975]",VDS,78,PR
"[48.78774546066499, 2.043910424194384]",VDS,78,PR
"[48.80188899505752, 2.1306091760537766]",VSU1,78,PR
"[48.80902928923272, 2.056290947888524]",VSU1,78,PR
"[48.93331520454298, 2.0427812165539394]",VSU2,78,PR
"[48.770977621349196, 1.9702246001021644]",VSU1,78,PR
"[48.75654372043628, 1.9458693571952115]",VDS,78,PR
"[48.80088263640495, 2.1347813517561884]",VDS,78,FR
"[48.91901875910868, 2.1867773136609423]",VSU1,78,PR
"[48.79206325369806, 2.043088694109411]",VDS,78,PR
"[48.93224084997176, 2.041061500188107]",VSU2,78,FR
"[48.745915400011825, 2.112967550262283]",VSU2,78,FR
"[48.80793482601764, 2.1598269682900186]",VDS,78,PR
"[48.932636578614115, 2.0417844543456742]",VDS,78,PR
"[48.76305968298205, 2.0553391305542994]",VSU1,78,PR
"[48.76176130878494, 2.072475940715271]",VDS,78,PR
"[48.75921134991002, 1.946595349995448]",VSU1,78,FR
"[48.78433372072288, 2.0469003177738756]",VDS,78,PR
"[48.78498738888232, 2.2192538927412238]",VSU1,78,PR
"[48.7947736952525, 1.9560825899152032]",VSU1,78,PR
"[48.7597966903704, 1.9462957578653772]",VSU1,78,FR
"[48.765851604302874, 2.0790239566451567]",VDS,78,PR
"[48.798249429511515, 2.137707716288764]",VSU1,78,FR
"[48.796076397893685, 2.1319243165040405]",VDS,78,PR
"[48.802330916997576, 2.1128381246817547]",VSU1,78,FR
"[48.809559147323036, 2.13392268293552]",VDS,78,FR
"[49.03970441311767, 2.0789029574850186]",VSU1,95,PR
"[49.03827581106658, 2.075470264940832]",VSU1,95,PR
"[49.088339250043234, 2.37192555007411]",VSU1,95,PR
"[49.045017990880545, 2.090902656310468]",VDS,95,PR
"[48.95232750015059, 2.221846950076724]",VSU1,95,PR
"[49.04669463954099, 2.136777820905649]",VSU1,95,PR
"[49.006391250472554, 2.017508440045183]",VSU1,95,PR
"[48.967739408058506, 2.192467839640024]",VSU2,95,PR
"[48.923590749392986, 2.2174894655131796]",VDS,95,PR
"[49.03791449359575, 2.078439181073406]",VDS,95,PR
"[49.00382008828116, 2.5122805914264354]",VSU2,95,FR
"[49.05010453028841, 2.032325388609182]",VDS,95,PR
"[48.94871954815371, 2.2530027510255035]",VSU1,95,FR
"[49.036585781695216, 2.0804043921989717]",VDS,95,PR
"[49.057997399896905, 2.09855659975733]",VSU2,95,FR
"[48.92729962925806, 2.2158524470080283]",VDS,95,PR
"[48.98060443625145, 2.2922532742174977]",VSU1,95,PR
"[49.051337257717044, 2.1327747785004525]",VSU1,95,FR
"[49.0638890362297, 2.0940970551349865]",VSU1,95,PR
"[48.93459500664078, 2.235490941653693]",VSU2,95,FR
"[49.05390552873599, 2.02760816821503]",VSU1,95,FR
"[48.61461677026027, 2.4249289452717275]",VSU1,91,PR
"[48.63892847005371, 2.4326860424654693]",VDS,91,PR
"[48.62840178194605, 2.428507443464231]",VDS,91,PR
"[48.62931248435114, 2.4218837029241627]",VDS,91,PR
"[48.635393899744535, 2.411389999848665]",VDS,91,PR
"[48.63578345008201, 2.4110020498547726]",VDS,91,PR
"[48.631714783375784, 2.428684029411312]",VDS,91,PR
"[48.6281771501412, 2.419997550096922]",VDS,91,PR
"[48.63303503666474, 2.4291745983023687]",VDS,91,PR
"[48.636693000117695, 2.4069924499416677]",VDS,91,PR
"[48.685880866887615, 2.2087899443486134]",VSU1,91,PR
"[48.707056289754256, 2.486062515072897]",VSU2,91,FR
"[48.6840539565608, 2.534601846548014]",VSU1,91,PR
"[48.72345522452026, 2.2612028841518845]",VSU1,91,PR
"[48.56423503914685, 2.4385949940433798]",VSU1,91,PR
"[48.62068972922107, 2.5149750464449374]",VDS,91,PR
"[48.72129258971099, 2.256318919311486]",VSU1,91,FR
"[48.729195125396245, 2.3103255941899423]",VDS,91,PR
"[48.62362419013782, 2.452680099983321]",VDS,91,PR
"[48.618978371533345, 2.4441138376099505]",VDS,91,PR
"[48.691287952022904, 2.33315029784203]",VSU1,91,PR
"[48.725261199830584, 2.260520799994964]",VDS,91,PR
"[48.71716758138525, 2.3679088151466683]",VSU1,91,PR
"[48.71997251961503, 2.2321488989983167]",VDS,91,PR
"[48.7235259696445, 2.1560425003990376]",VDS,91,PR
"[48.713221837348264, 2.1761440786687714]",VDS,91,PR
"[48.7141407814155, 2.2040162612909033]",VDS,91,PR
"[48.60659790663934, 2.300764610929794]",VSU1,91,FR
"[48.715000952714554, 2.2992521570099727]",VSU1,91,PR
"[48.650979105632274, 2.3813826698559577]",VDS,91,PR
"[48.65196867535263, 2.3847433838419536]",VDS,91,PR
"[48.65100320002355, 2.3825838500147247]",VDS,91,PR
"[48.62244103718236, 2.448576438409711]",VDS,91,PR
"[48.6366925999194, 2.407807000093044]",VDS,91,PR
"[48.72770871821162, 2.160242853069699]",VDS,91,PR
"[48.7146291612306, 2.201406726758836]",VDS,91,PR
"[48.72460331993788, 2.259665710238678]",VDS,91,PR
"[48.71540039979467, 2.177824950211316]",VDS,91,PR
"[48.72986252134683, 2.1474883292549554]",VSU1,91,PR
"[48.61766744449571, 2.4545872378892497]",VDS,91,PR
"[48.6515885601998, 2.272654701703175]",VSU1,91,PR
"[48.68416777880589, 2.202233923806601]",VSU1,91,FR
"[48.68436768325793, 2.1991626841605965]",VSU1,91,FR
"[48.82542641407767, 2.2810878860611745]",VSU1,92,FR
"[48.837197261063764, 2.1509863867960486]",VSU1,92,FR
"[48.89635975864928, 2.2960777598792275]",VSU2,92,FR
"[48.81925425821553, 2.309979675518916]",VDS,92,FR
"[48.86477212606712, 2.2049059311413672]",VSU2,92,FR
"[48.82370266834575, 2.283193861228388]",VSU1,92,FR
"[48.90494759572005, 2.2557792184120284]",VSU1,92,FR
"[48.8247295735966, 2.274176934961356]",VSU1,92,PR
"[48.86236804818836, 2.195721681061818]",VSU1,92,FR
"[48.8404861442471, 2.2290423761901197]",VSU1,92,FR
"[48.88559208146443, 2.258299074036354]",VSU1,92,PR
"[48.89787820020524, 2.2632655003026505]",VDS,92,FR
"[48.9216264919586, 2.252638130502048]",VSU1,92,FR
"[48.91945112612801, 2.2953208451980833]",VSU1,92,FR
"[48.92331473126598, 2.2585963595345735]",VDS,92,FR
"[48.81195622167591, 2.1918153521335215]",VSU1,92,FR
"[48.90405275756039, 2.305157689558931]",VSU1,92,FR
"[48.78496421244991, 2.236787074888819]",VSU1,92,PR
"[48.89516949448669, 2.2947184217575627]",VSU2,92,FR
"[48.81609827492926, 2.3056095259473097]",VDS,92,FR
"[48.86849003823047, 2.224194576561906]",VDS,92,PR
"[48.81030793719545, 2.1908178560862543]",VSU1,92,PR
"[48.886274165100104, 2.252051975601053]",VSU1,92,PR
"[48.81068857183883, 2.1914462006750197]",VSU1,92,FR
"[48.808633608348224, 2.2714291095548425]",VSU1,92,FR
"[48.841285499712356, 2.225099349605358]",VSU1,92,FR
"[48.81966093958365, 2.320321713758646]",VSU1,92,FR
"[48.8205054869504, 2.311658708719624]",VDS,92,FR
"[48.822122809346766, 2.3139661851114752]",VDS,92,FR
"[48.8900411103594, 2.2716915085053455]",VSU1,92,FR
"[48.89480996204656, 2.1950643598324]",VSU1,92,FR
"[48.88637981382954, 2.2301999124003586]",VDS,92,FR
"[48.815324241856544, 2.1935609784564463]",VSU1,92,FR
"[48.81336781845556, 2.192183027397981]",VSU1,92,FR
"[48.82668223593273, 2.241086462270459]",VDS,92,PR
"[48.83208608494117, 2.2780791941994787]",VSU1,75,FR
"[48.930677033704654, 2.284069900305724]",VSU1,92,FR
"[48.765000305050044, 2.4075415776765556]",VDS,94,PR
"[48.77555426377763, 2.440214730200628]",VDS,94,PR
"[48.75509764219266, 2.3847258261205115]",VDS,94,PR
"[48.77658524383384, 2.4411508787607117]",VDS,94,PR
"[48.79412235870834, 2.5136828485052245]",VSU2,94,PR
"[48.75682929686395, 2.3257247981730367]",VDS,94,PR
"[48.75957526374674, 2.3462402348049283]",VDS,94,PR
"[48.81616378012061, 2.3603936082284624]",VDS,94,FR
"[48.82007036624452, 2.4780926071017597]",VSU1,94,FR
"[48.755761923341026, 2.321879841655314]",VDS,94,PR
"[48.77258520647116, 2.4394776785294368]",VDS,94,PR
"[48.819926890183275, 2.465039690571434]",VSU1,94,PR
"[48.72519149417056, 2.419817130901307]",VSU2,94,FR
"[48.771277419032636, 2.4906566996189614]",VDS,94,PR
"[48.81145947317294, 2.3619942156672376]",VSU1,94,PR
"[48.77291095030569, 2.500576831771097]",VDS,94,PR
"[48.81146328464013, 2.384145794934404]",VDS,94,PR
"[48.768909200207816, 2.3513231206112777]",VDS,94,PR
"[48.75672884992184, 2.3739460986122807]",VDS,94,PR
"[48.80755413306429, 2.326256024422481]",VSU1,94,FR
"[48.83577292672168, 2.471457458064033]",VSU1,94,PR
"[48.75238179614398, 2.368855810712891]",VDS,94,FR
"[48.79589493114037, 2.4146580925396472]",VSU1,94,PR
"[48.778098492679305, 2.442475081040879]",VDS,94,PR
"[48.82376085853414, 2.390619743041638]",VDS,94,PR
"[48.76047784864405, 2.3187247908179915]",VDS,94,PR
"[48.80918064865912, 2.3266543388441656]",VDS,94,FR
"[48.792946124388685, 2.3332839913474803]",VSU1,94,FR
"[48.791608812326295, 2.33235714423448]",VSU1,94,FR
"[48.790954098968356, 2.3319229186337576]",VSU1,94,FR
"[48.7643910535856, 2.4089714952824512]",VSU1,94,FR
"[48.85288534891606, 2.4865986023936557]",VDS,94,FR
"[48.81554220019866, 2.3606745501404305]",VSU1,94,PR
"[48.757151483414674, 2.503268500122526]",VSU2,94,PR
"[48.80373960018865, 2.471613250401247]",VDS,94,PR
"[48.77181885847572, 2.445876136193169]",VDS,94,PR
"[48.8047204028028, 2.343862144924484]",VDS,94,PR
"[48.81069144054379, 2.5101683250582023]",VSU1,94,FR
"[48.81227778932478, 2.51599121991893]",VSU1,94,PR
"[48.830552131561916, 2.548992219665279]",VSU2,94,FR
"[48.87957917692808, 2.3578412035542606]",VSU1,75,FR
"[48.87192434544385, 2.339393543926886]",VSU1,75,FR
"[48.834139805707025, 2.307193700034808]",VSU1,75,FR
"[48.853784693741346, 2.344257902889017]",VDSC,75,FR
"[48.83667981568932, 2.3515078973653796]",VSU1,75,FR
"[48.83717390197352, 2.390613954339029]",VDS,75,FR
"[48.86079840437793, 2.3303478610904005]",VSU1,75,FR
"[48.85721610257742, 2.3472044294409207]",VSU1,75,FR
"[48.81917376986996, 2.3232049641168384]",VSU1,92,PR
"[48.876539783220835, 2.2945635910369333]",VSU2,75,FR
"[48.893891268539264, 2.33448396765112]",VSU1,75,FR
"[48.8495234135295, 2.351906237884773]",VSU1,75,PR
"[48.8683342091566, 2.3121540436005845]",VDS,75,FR
"[48.874733049031974, 2.2957299700705396]",VSU1,75,FR
"[48.88193823603487, 2.2856808893214833]",VSU1,75,FR
"[48.88776469756347, 2.2991049105319936]",VDS,75,FR
"[48.87410301506771, 2.3248705962358995]",VSU1,75,FR
"[48.84230935336421, 2.3208191276117]",VSU1,75,FR
"[48.83313786109818, 2.3104568139368404]",VSU1,75,FR
"[48.88366777288581, 2.3495080397143218]",VSU1,75,FR
"[48.87493008791718, 2.2839920525766333]",VSU1,75,FR
"[48.8571641023342, 2.3498107568888895]",VSU1,75,FR
"[48.84384212846117, 2.3716064056223947]",VSU1,75,FR
"[48.876199271206396, 2.3314867051668005]",VDSC,75,FR
"[48.86003215513816, 2.333307125367532]",VDS,75,FR
"[48.84154753903762, 2.4388789413339524]",VSU1,75,FR
"[48.844192767601776, 2.364440518909225]",VSU1,75,PR
"[48.852911976738, 2.3467302222629076]",VSU1,75,FR
"[48.885050789711755, 2.3302270468646014]",VSU1,75,FR
"[48.82874021883357, 2.3782296389996853]",VDS,75,FR
"[48.82046846404974, 2.3427890013801282]",VSU2,75,FR
"[48.84022789025571, 2.2663575709949826]",VDS,75,FR
"[48.85551880592847, 2.3636371786042574]",VSU2,75,FR
"[48.898000469263216, 2.3232042681528786]",VSU1,75,FR
"[48.89539722972412, 2.370073773835431]",VSU1,75,FR
"[48.89186385137208, 2.301516014602412]",VSU1,75,FR
"[48.86889011348527, 2.3905329344130353]",VSU2,75,FR
"[48.85406621462732, 2.344586552551655]",VDSC,75,FR
"[48.843728491879894, 2.3122049004430565]",VSU1,75,FR
"[48.876921846465684, 2.408680119725134]",VSU1,75,PR
"[48.88587152538012, 2.3487259260827424]",VSU1,75,FR
"[48.88487827640934, 2.347241715256939]",VSU1,75,FR
"[48.84182162659753, 2.26713687209584]",VSU1,75,FR
"[48.846488167257164, 2.2563840427870314]",VSU1,75,FR
"[48.82041444474752, 2.324153921405303]",VSU1,75,PR
"[48.84051814432823, 2.4382395649923367]",VSU1,75,PR
"[48.839732970832124, 2.438302820794771]",VSU1,75,PR
"[48.87649335265071, 2.392809916270427]",VSU1,75,FR
"[48.86909271081807, 2.3625002034232194]",VDS,75,PR
"[48.87005134722833, 2.3509243057955853]",VSU1,75,FR
"[48.83700598808837, 2.277862639900204]",VSU2,75,FR
"[48.83454652696888, 2.2881692592930287]",VSU1,75,FR
"[48.86132191645703, 2.3410304918169365]",VSU1,75,FR
"[48.83720604493157, 2.331368096454076]",VDS,75,FR
"[48.836895802685454, 2.3507884242963817]",VDS,75,PR
"[48.88330588146236, 2.3269972141173563]",VSU1,75,FR
"[48.873806672050414, 2.3152113588901506]",VSU1,75,FR
"[48.82673245081135, 2.3399204976488335]",VSU1,75,FR
"[48.85246236849142, 2.3464699409574568]",VSU1,75,FR
"[48.87150459981559, 2.360345775189394]",VDS,75,PR
"[48.86431650638659, 2.319356260406817]",VSU1,75,FR
"[48.876391006887324, 2.3567646756278093]",VSU1,75,FR
"[48.87149934887083, 2.297051016363207]",VDSC,75,FR
"[48.854532651497024, 2.3053773199074494]",VSU1,75,FR
"[48.869636194116886, 2.3262718671609983]",VSU1,75,FR
"[48.8293900937391, 2.3833227880098624]",VSU1,75,FR
"[48.85663967410531, 2.3552522236780606]",VSU1,75,FR
"[48.847524243144754, 2.388325865745167]",VSU1,75,FR
"[48.820579568750745, 2.3711661232805454]",VSU1,75,FR
"[48.86743592798699, 2.354666772004879]",VSU1,75,PR
"[48.87378603599445, 2.3883887062557347]",VSU1,75,FR
"[48.86496532143232, 2.35836613354727]",VSU1,75,FR
"[48.84163574975157, 2.286732632144738]",VSU1,75,FR
"[48.85304115001449, 2.332455960443658]",VSU1,75,FR
"[48.87815386553469, 2.3526622056134814]",VSU1,75,FR
"[48.845877575819195, 2.318455877642896]",VDS,75,FR
"[48.86363345211712, 2.349999831747008]",VDSC,75,FR
"[48.8721275973153, 2.3260026865043004]",VSU1,75,FR
"[48.87988549978451, 2.3592319700829543]",VSU1,75,FR
"[48.85766326796008, 2.309967128321344]",VDSC,75,FR
"[48.8704351625828, 2.3310062112747194]",VDS,75,FR
"[48.86755907554931, 2.310188953822088]",VDSC,75,FR
"[48.87544366117721, 2.3240909648394457]",VSU1,75,FR
"[48.87345466494499, 2.338823276693064]",VSU1,75,FR
"[48.87280440563107, 2.357754902304655]",VSU1,75,FR
"[48.868149883317095, 2.291016740075581]",VSU1,75,PR
"[48.84418200098621, 2.3229199313971134]",VDS,75,FR
"[48.84081953933511, 2.333127031278484]",VDS,75,PR
"[48.8381952464749, 2.35640805886242]",VDS,75,PR
"[48.83728995915842, 2.3470541550674673]",VDS,75,PR
"[48.83963447910068, 2.336659960794123]",VDS,75,PR
"[48.8444125843038, 2.3723373540630694]",VDS,75,FR
"[48.84365530759105, 2.3650035936068536]",VSU1,75,FR
"[48.84883229375831, 2.3153538799773052]",VDS,75,PR
"[48.88244392868104, 2.3372699873974687]",VDS,75,FR
"[48.864304697211615, 2.4042431674993274]",VSU2,75,FR
"[48.84437348678744, 2.3086172180337705]",VSU1,75,FR
"[48.864247161928084, 2.3350386019122733]",VDS,75,FR
"[48.855227204566766, 2.3457345118152317]",VDSC,75,FR
"[48.86135928906907, 2.334412737551708]",VSU1,75,PR
"[48.86078761541283, 2.353177841032228]",VSU1,75,PR
"[48.853720062701974, 2.3261072846409756]",VDS,75,FR
"[48.88048380142269, 2.3522419148825118]",VSU1,75,FR
"[48.8735754693862, 2.3832133836389775]",VSU2,75,FR
"[48.87961066644743, 2.349280310289675]",VSU1,75,FR
"[48.86835810067582, 2.3427570969494598]",VSU1,75,FR
"[48.88361252205415, 2.3482637447945582]",VDS,75,FR
"[48.85791121930824, 2.3502143089314376]",VSU1,75,FR
"[48.83094693075319, 2.3295785565577853]",VSU1,75,FR
"[48.820901550330575, 2.3244467189530607]",VSU1,75,FR
"[48.87703685155584, 2.4093438695240073]",VSU1,75,PR
"[48.88180535152445, 2.3719174283812268]",VSU1,75,FR
"[48.85859498258292, 2.347391023579839]",VSU1,75,FR
"[48.9000430508338, 2.3298331263282903]",VDS,75,PR
"[48.88859210142205, 2.3495766786376335]",VDS,75,PR
"[48.86916184877297, 2.3431652278662423]",VSU1,75,PR
"[48.84660097184691, 2.340437450867331]",VSU1,75,FR
"[48.82682999510198, 2.3651046606328223]",VSU1,75,FR
"[48.81714908592356, 2.360089613543138]",VDS,75,PR
"[48.88465505114409, 2.359335756043244]",VSU1,75,FR
"[48.88507864118847, 2.3567956367792595]",VSU1,75,FR
"[48.8972914575382, 2.3592230108294774]",VDS,75,PR
"[48.89502122854424, 2.359353901905853]",VSU1,75,FR
"[48.893700323595894, 2.3595597665280112]",VSU1,75,FR
"[48.823889475435934, 2.3258919516214074]",VDS,75,PR
"[48.82365710183009, 2.3269583699328664]",VDS,75,PR
"[48.883789951631385, 2.3494888144572874]",VSU1,75,FR
"[48.83565269394682, 2.348304370722409]",VSU1,75,FR
"[48.862444772584354, 2.32519755525279]",VSU1,75,FR
"[48.83503385171721, 2.346307219902343]",VDS,75,FR
"[48.87406982178021, 2.2981084410729267]",VSU1,75,FR
"[48.87050531674721, 2.3239801112066014]",VSU1,75,FR
"[48.874676653229, 2.3095527230425525]",VSU1,75,FR
"[48.831657739771586, 2.341056511378484]",VSU1,75,FR
"[48.88410659033998, 2.327154070627073]",VSU1,75,PR
"[48.87449566290273, 2.383303295894424]",VSU1,75,FR
"[48.86388410115672, 2.348952309501526]",VSU1,75,FR
"[48.867587302611035, 2.322678612602271]",VDS,75,FR
"[48.880370148866085, 2.2998299580367862]",VSU1,75,FR
"[48.88939491833093, 2.3599178344597154]",VSU1,75,FR
"[48.86645332362383, 2.2995513720009257]",VDSC,75,FR
"[48.83153085465547, 2.380648105513788]",VSU1,75,FR
"[48.83961096773449, 2.3986953142663734]",VDS,75,FR
"[48.87102111663071, 2.3063932204348068]",VSU1,75,FR
"[48.86997885117942, 2.3278789096839883]",VSU1,75,FR
"[48.855742158225574, 2.3590441253180563]",VSU1,75,FR
"[48.85978099593459, 2.344421462621831]",VSU1,75,PR
"[48.874968267143295, 2.317855215657533]",VSU1,75,PR
"[48.842288620529395, 2.2680389442491498]",VSU1,75,FR
"[48.87506750474908, 2.290979918504938]",VSU1,75,FR
"[48.85836921585368, 2.323165827141636]",VDSC,75,PR
"[48.84723657995911, 2.3177792578249785]",VSU1,75,FR
"[48.85685629823677, 2.3508826790790858]",VSU1,75,FR
"[48.87588584460646, 2.4060485669865828]",VSU2,75,FR
"[48.87643050165272, 2.407440269602801]",VSU1,75,PR
"[48.82386830221665, 2.3260447198879595]",VDS,75,PR
"[48.88237334591775, 2.3376172996298155]",VDS,75,FR
"[48.89522918774708, 2.3120052440942636]",VDS,75,FR
"[48.822171743560936, 2.325217710403516]",VDS,75,FR
"[48.874298762796386, 2.3255988181476273]",VSU1,75,FR
"[48.87460242848192, 2.33258022964038]",VSU1,75,FR
"[48.875916775500016, 2.339461308005262]",VDSC,75,FR
"[48.87342876332894, 2.326950442320017]",VSU1,75,FR
"[48.875418526976894, 2.3592387740606964]",VSU1,75,FR
"[48.82376086175687, 2.390619777592602]",VDS,94,PR
"[48.85757031361005, 2.349390701373637]",VSU1,75,PR
"[48.87448222807189, 2.3561617027604]",VSU1,75,FR
"[48.85195804974749, 2.3291907577668627]",VSU1,75,FR
"[48.88953983398636, 2.3220437258245537]",VSU2,75,FR
"[48.8384437024595, 2.288832877431622]",VSU1,75,FR
"[48.865090451749325, 2.3002625692122356]",VDS,75,FR
"[48.89195833716007, 2.3474255173301346]",VSU1,75,FR
"[48.884180692398374, 2.359223742102166]",VSU2,75,FR
"[48.83846688853135, 2.270467216469603]",VSU1,75,FR
"[48.83812586221722, 2.3176555661836584]",VSU1,75,PR
"[48.837644070189846, 2.3180078630740515]",VSU1,75,FR
"[48.875788501274705, 2.323827814602026]",VDS,75,FR
"[48.836793501655066, 2.3520067147381374]",VDS,75,PR
"[48.875911451638586, 2.3399237645701025]",VSU1,75,FR
"[48.89054290799788, 2.3032228943253115]",VDS,75,FR
"[48.842637536339524, 2.2845352088243955]",VSU1,75,FR
"[48.843276749783094, 2.283130410605703]",VSU1,75,FR
"[48.82717494841204, 2.336872697220779]",VSU1,75,FR
"[48.868997948044026, 2.291634669978175]",VSU1,75,PR
"[48.890961003813025, 2.302662991531999]",VDS,75,PR
"[48.864839143949894, 2.40997754594849]",VSU1,75,PR
"[48.843661851649486, 2.3653780646959595]",VSU1,75,FR
"[48.83252185119808, 2.33094244834747]",VSU1,75,FR
"[48.87242440055206, 2.330896709815362]",VSU1,75,FR
"[48.87268401461135, 2.3310208878630405]",VSU1,75,FR
"[48.87965763207671, 2.3530402427542105]",VDS,75,PR
"[48.82782573934429, 2.328527459786165]",VSU1,75,FR
"[48.86356855664962, 2.289155113655733]",VDS,75,FR
"[48.83762236071865, 2.3453454718037716]",VDS,75,PR
"[48.8517837513554, 2.346078509715482]",VSU1,75,FR
"[48.840061061055444, 2.378527466469448]",VDS,75,FR
"[48.846152600948116, 2.278145009734459]",VSU1,75,FR
"[48.84960617775502, 2.370802203185363]",VSU1,75,PR
"[48.83929118357172, 2.337830131816387]",VDS,75,PR
"[48.837816731058545, 2.344464705454085]",VDS,75,PR
