station_coordinates,station_type_voie,station_dep,line_separation
"[49.045947850099964, 2.137292050088092]",VSU1,95,FR
"[48.85836540107876, 2.2750485598432135]",VSU1,75,FR
"[49.03256514262186, 2.1287260203758107]",VSU1,95,FR
"[48.85098370701186, 2.361783287619545]",VSU2,75,FR
"[48.92261866979547, 2.216855511769271]",VSU1,95,PR
"[48.854208963829606, 2.331539020319423]",VSU1,75,PR
"[48.97704120257124, 2.4912700706875692]",VDS,95,PR
"[48.858024951926325, 2.349656369395972]",VSU1,75,PR
"[49.061636515634866, 2.0505382180573983]",VSU1,95,PR
"[48.89598772998745, 2.3711126255985966]",VDS,75,FR
"[49.03516815623233, 2.082427530265269]",VDS,95,PR
"[48.89626700722729, 2.3707580153913805]",VDS,75,FR
"[48.92330456244211, 2.217528883151487]",VDS,95,PR
"[48.823872101402614, 2.325759364553079]",VDS,75,FR
"[48.92287225071471, 2.2176084149295177]",VDS,95,PR
"[48.82353600092273, 2.3256781961423756]",VDS,75,FR
"[48.9357558164643, 2.2384236232016974]",VSU1,95,PR
"[48.87678790167672, 2.4084481195851026]",VSU1,75,PR
"[48.971927780997426, 2.2795245987454513]",VSU1,95,PR
"[48.89914621157594, 2.3441480418645875]",VDS,75,PR
"[49.03297628965058, 2.078941398810395]",VSU1,95,PR
"[48.8983578212236, 2.3292457502809607]",VSU1,75,PR
"[49.03560299986531, 2.083823589886833]",VDS,95,FR
"[48.84743050115302, 2.3875033147262457]",VSU1,75,FR
"[49.03864688884953, 2.077408473538663]",VDS,95,PR
"[48.83697602543191, 2.3495938774926515]",VDS,75,PR
"[49.0461221559102, 2.0696410013005964]",VSU1,95,FR
"[48.835313202330035, 2.3472082561282757]",VSU1,75,FR
"[49.05045524859762, 2.031697320175226]",VSU1,95,PR
"[48.85585518270106, 2.367906538924938]",VSU1,75,FR
"[48.98037791018611, 2.481316948501054]",VDS,95,PR
"[48.83608341962578, 2.2940609611318643]",VSU1,75,FR
"[48.9886217088614, 2.207261273888718]",VSU1,95,PR
"[48.86510445149562, 2.400009364440677]",VSU1,75,PR
"[48.98818980315356, 2.208896902819844]",VSU1,95,PR
"[48.830270732480635, 2.3767825431522125]",VDS,75,PR
"[48.70954685019301, 2.251566249932523]",VSU1,91,FR
"[48.87489010283237, 2.32014982935118]",VSU1,75,FR
"[48.61645360245499, 2.4280394785152737]",VDS,91,PR
"[48.85704335135596, 2.3502296098586446]",VSU1,75,FR
"[48.62380282049287, 2.3420073087137063]",VSU2,91,PR
"[48.88001835190181, 2.352727569471824]",VDS,75,PR
"[48.627359995378924, 2.428388523391391]",VDS,91,PR
"[48.88067426884394, 2.352146599172929]",VDS,75,PR
"[48.63006902598553, 2.437313225944462]",VDS,91,PR
"[48.879033946609084, 2.2988673586589607]",VSU1,75,FR
"[48.63672190130232, 2.408482210783323]",VDS,91,PR
"[48.84392405124031, 2.3650040146236213]",VDS,75,PR
"[48.63669238678476, 2.4073974501672484]",VDS,91,PR
"[48.860012518541424, 2.343716614504841]",VSU1,75,PR
"[48.632886764694526, 2.4258198473704837]",VDS,91,PR
"[48.86809333150516, 2.395937524749461]",VSU1,75,FR
"[48.63242395972194, 2.4236914507184903]",VDS,91,PR
"[48.848325794618724, 2.320359763179544]",VSU1,75,FR
"[48.62473374989847, 2.4280711503633645]",VDS,91,PR
"[48.85181336833239, 2.369716379685747]",VDS,75,FR
"[48.69212345088685, 2.381807840453542]",VSU1,91,PR
"[48.87487685132203, 2.3247819647159527]",VSU1,75,FR
"[48.694125778511065, 2.508395938117398]",VSU1,91,PR
"[48.844497301595524, 2.3115859650203268]",VSU1,75,FR
"[48.72093934167845, 2.2522605008945646]",VDS,91,PR
"[48.81851575397652, 2.3606615332571637]",VSU1,75,PR
"[48.635538815724075, 2.429615096410716]",VDS,91,PR
"[48.84338595313555, 2.4392517837428893]",VSU1,75,FR
"[48.62247433783333, 2.4549474924088726]",VDS,91,PR
"[48.8404651930006, 2.3698579093150993]",VSU1,75,FR
"[48.63202730477901, 2.428991980001587]",VDS,91,PR
"[48.896777452953515, 2.3706027296323087]",VSU1,75,FR
"[48.69026724981971, 2.386252100104371]",VSU1,91,PR
"[48.897026102009434, 2.3705873741580206]",VSU1,75,FR
"[48.721438528247575, 2.266536208626398]",VSU2,91,FR
"[48.87996069544431, 2.2948678643355827]",VSU1,75,FR
"[48.62323342208072, 2.4278321704876014]",VDS,91,PR
"[48.86614182037509, 2.3714623996700643]",VSU1,75,PR
"[48.72272623261153, 2.2572533381871107]",VDS,91,PR
"[48.867750018886824, 2.364211901169527]",VDS,75,PR
"[48.71688045025434, 2.3984354115446727]",VDS,91,PR
"[48.868212658049444, 2.365645223082374]",VSU1,75,PR
"[48.70694620014304, 2.483992149917839]",VSU2,91,FR
"[48.89174828199875, 2.3614528597482916]",VSU2,75,FR
"[48.715047896589674, 2.1775854747223415]",VDS,91,PR
"[48.88381109199471, 2.332529826040683]",VDS,75,FR
"[48.71181447260565, 2.1498376445107223]",VDS,91,PR
"[48.93476863434755, 2.3501060836819443]",VDS,93,PR
"[48.7084865460973, 2.415401840271002]",VDS,91,PR
"[48.895111704609924, 2.4012879436058387]",VSU2,93,FR
"[48.71186731708072, 2.1739558493417546]",VDS,91,PR
"[48.97549754970878, 2.5136759998475777]",VDS,93,PR
"[48.71534589031592, 2.3840842884932245]",VDS,91,PR
"[48.87781642264671, 2.485710607048711]",VSU1,93,PR
"[48.71379236797819, 2.2591759531809]",VSU1,91,FR
"[48.880236967548974, 2.483624362782352]",VDS,93,PR
"[48.71404222419373, 2.371608608039409]",VSU1,91,PR
"[48.914757859708985, 2.4042543649412322]",VSU1,93,PR
"[48.72047184542592, 2.255684533768744]",VSU1,91,FR
"[48.8718498804636, 2.485454447853096]",VSU1,93,PR
"[48.70424804933889, 2.2494110718894547]",VSU1,91,FR
"[48.897248400030094, 2.46181130020139]",VDS,93,PR
"[48.728627951129546, 2.161145483159265]",VDS,91,PR
"[48.89692305004519, 2.4614411999514507]",VDS,93,PR
"[48.69767658871779, 2.291239330013436]",VSU2,91,PR
"[48.88011694602718, 2.4118574284357304]",VSU1,93,PR
"[48.623853402065144, 2.3429865349937646]",VSU2,91,PR
"[48.87939407201432, 2.411864050113074]",VSU1,93,PR
"[48.62299980923313, 2.449459645804504]",VDS,91,PR
"[48.90661741195444, 2.4445984830963674]",VSU1,93,PR
"[48.6380074796202, 2.419613184645472]",VDS,91,PR
"[48.95685131862867, 2.367399475063528]",VDS,93,PR
"[48.684299549720386, 2.2002086501091456]",VSU1,91,PR
"[48.91920494983508, 2.3617685502284465]",VSU1,93,FR
"[48.72475785018072, 2.2598824998775333]",VDS,91,PR
"[48.95256341470735, 2.369078992236001]",VDS,93,PR
"[48.68964360010806, 2.3865664001193054]",VSU1,91,PR
"[48.95084463903991, 2.3666754966374612]",VSU1,93,PR
"[48.70859879973086, 2.4155621499732827]",VDS,91,PR
"[48.86034669534325, 2.4424218817971197]",VSU2,93,FR
"[48.63236823448019, 2.4307879282126357]",VDS,91,PR
"[48.931110326250455, 2.363587600568878]",VSU1,93,FR
"[48.69666074586106, 2.524656685846059]",VSU1,91,PR
"[48.886794776095854, 2.403996232979589]",VSU2,93,FR
"[48.7241987497743, 2.2622990367254423]",VSU1,91,PR
"[48.91827786168938, 2.528738281879582]",VSU2,93,FR
"[48.71434062011135, 2.202525253151517]",VDS,91,PR
"[48.90341844454984, 2.3440575833951156]",VSU1,93,FR
"[48.62404625012017, 2.4279569504030003]",VDS,91,PR
"[48.911164819237904, 2.332681453868751]",VSU1,93,FR
"[48.725371305972, 2.260693523696228]",VDS,91,PR
"[48.9154499858897, 2.362211602372076]",VSU1,93,FR
"[48.72379399997918, 2.2586691498614173]",VDS,91,PR
"[48.92145238858435, 2.3460323668170293]",VSU1,93,PR
"[48.71457934979318, 2.3721990001837407]",VSU1,91,PR
"[48.91103296800798, 2.3849242890168063]",VSU1,93,PR
"[48.70834209994398, 2.415314600338575]",VDS,91,PR
"[48.90624689478366, 2.3947569421685886]",VSU1,93,FR
"[48.61520597421215, 2.4572541799864775]",VSU1,91,PR
"[48.89844406918116, 2.398022006541974]",VSU1,93,PR
"[48.63837077460734, 2.416529784316199]",VDS,91,PR
"[48.897362608155206, 2.399460955876921]",VSU1,93,PR
"[48.71701023227164, 2.1493237964476872]",VDS,91,PR
"[48.900769784154704, 2.4542125211658976]",VDS,93,PR
"[48.92320450027397, 2.252404150081503]",VDS,92,FR
"[48.905604161801165, 2.4690475661722093]",VSU1,93,FR
"[48.82411243039469, 2.2727368466814464]",VSU2,92,PR
"[48.90893590288822, 2.449732843680812]",VSU1,93,FR
"[48.8230463990616, 2.2718562540776466]",VSU2,92,FR
"[48.923593862202424, 2.4612079668187574]",VSU1,93,FR
"[48.92227715745904, 2.24755526769744]",VDS,92,FR
"[48.94536445302988, 2.3633022181266314]",VSU1,93,PR
"[48.82795989694297, 2.266880534578296]",VDS,92,PR
"[48.94582429853151, 2.566674716109858]",VSU1,93,PR
"[48.82147792822906, 2.3130483250249245]",VSU1,92,FR
"[48.85163146898264, 2.4244498671797095]",VSU2,93,PR
"[48.868558249699845, 2.223841949896126]",VDS,92,FR
"[48.879388059762604, 2.441299698521431]",VSU1,93,PR
"[48.82821688943298, 2.266264539587861]",VDS,92,PR
"[48.857719017694265, 2.436296445269756]",VSU1,93,PR
"[48.89571504666602, 2.29666076613761]",VSU2,92,FR
"[48.91758941018542, 2.3792727510374485]",VSU1,93,PR
"[48.821340959193975, 2.2878941943240356]",VSU1,92,PR
"[48.899554847555876, 2.348241643189146]",VSU2,75,FR
"[48.84017265028392, 2.229638100268147]",VSU1,92,FR
"[48.90038780541974, 2.3328099535127453]",VSU2,75,FR
"[48.840311237788036, 2.229326788728985]",VSU1,92,FR
"[48.88000466143249, 2.3548340446013265]",VSU1,75,PR
"[48.83986711864989, 2.2303201727284514]",VSU1,92,FR
"[48.81953094604174, 2.3639658804489985]",VSU1,75,PR
"[48.86849950030477, 2.223531249454515]",VDS,92,FR
"[48.98257982087565, 2.442170216238306]",VDS,95,PR
"[48.8100143504182, 2.19020674959188]",VSU1,92,FR
"[48.87588908251734, 2.5900799834650634]",VSU2,77,FR
"[48.81150035014729, 2.191771399980154]",VSU1,92,FR
"[48.72748357106756, 2.4394645430459327]",VSU1,94,PR
"[48.88781088032124, 2.2775710170298344]",VSU1,92,PR
"[48.68381207996712, 2.4316966702010383]",VSU2,91,FR
"[48.7800679626737, 2.313952482531487]",VSU1,92,FR
"[48.73188297124459, 2.4468536653048654]",VSU1,94,FR
"[48.89710374100262, 2.2201166023177095]",VSU2,92,PR
"[48.78384966033593, 2.4519016183497424]",VSU1,94,FR
"[48.817481233974796, 2.326195509710053]",VDS,92,FR
"[48.892825048556304, 2.2893097504192217]",VSU1,92,FR
"[48.81636444638713, 2.3060092062584143]",VDS,92,FR
"[48.82487499995427, 2.2817573497087715]",VSU1,92,FR
"[48.89022575827508, 2.2832515622732603]",VSU1,92,FR
"[48.8863687000419, 2.1750650500121074]",VSU1,92,FR
"[48.81299920228941, 2.301732398021504]",VDS,92,FR
"[48.836515149790635, 2.239905200064981]",VSU2,92,PR
"[48.818660942752295, 2.309189817893619]",VDS,92,FR
"[48.82905758703782, 2.224569251356386]",VSU1,92,PR
"[48.81436788993729, 2.3259306755804174]",VDS,92,FR
"[48.84104073331179, 2.2269841683137668]",VSU1,92,PR
"[48.840926379318205, 2.2280316477667528]",VSU1,92,PR
"[48.8290659030266, 2.263983643673486]",VDS,92,PR
"[48.89622602250096, 2.215093700682412]",VDS,92,FR
"[48.88774019291348, 2.1713306262885]",VSU2,92,FR
"[48.80931668415312, 2.1886331206792593]",VSU1,92,PR
"[48.776874698272174, 2.3140130462275446]",VSU1,92,PR
"[48.804928537425035, 2.3453764736811866]",VSU2,94,PR
"[48.833995130741314, 2.471340650501462]",VSU1,94,PR
"[48.767135175850555, 2.4151026448506685]",VDS,94,PR
"[48.766683944094495, 2.4134153409472923]",VDS,94,PR
"[48.772020253479816, 2.431568786884047]",VDS,94,PR
"[48.75347584981674, 2.3747672998210865]",VDS,94,PR
"[48.799558549923375, 2.4684219499131066]",VDS,94,PR
"[48.7544222580008, 2.3826157741095733]",VDS,94,PR
"[48.81481356523455, 2.3908745708635326]",VDS,94,PR
"[48.81573902145393, 2.3439867647783217]",VSU1,94,PR
"[48.75355725115782, 2.3408520809275437]",VDS,94,PR
"[48.75416063426066, 2.3366903240711396]",VDS,94,PR
"[48.80868424926254, 2.3907314095349568]",VSU1,94,PR
"[48.75234044988797, 2.3306865998567323]",VDS,94,PR
"[48.75536648131361, 2.342476183045226]",VDS,94,PR
"[48.7573846044183, 2.3426240347131757]",VDS,94,PR
"[48.768447433426424, 2.457447954875706]",VDS,94,PR
"[48.799316276565904, 2.545025456251551]",VSU1,94,PR
"[48.8003953829048, 2.4716495749736116]",VDS,94,PR
"[48.79988484708403, 2.4710579120685567]",VDS,94,PR
"[48.7638130331462, 2.406964594185626]",VSU1,94,FR
"[48.7872974260151, 2.4503709962882363]",VDS,94,PR
"[48.81205415601412, 2.3855536050770736]",VSU1,94,PR
"[48.727337668232224, 2.4222049845340012]",VSU2,94,FR
"[48.77297436873399, 2.4988543226491102]",VDS,94,PR
"[48.765967328143475, 2.4822208686299163]",VDS,94,PR
"[48.76923880016666, 2.46145500004826]",VDS,94,PR
"[48.74404333852406, 2.510867954916647]",VSU1,94,PR
"[48.753609529635504, 2.38041509030206]",VDS,94,PR
"[48.81362469725172, 2.3889262736062475]",VSU1,94,PR
"[48.804971849907204, 2.344685549798328]",VDS,94,PR
"[48.80492492025685, 2.3443038838256145]",VDS,94,PR
"[48.83489106132785, 2.471490660941521]",VSU1,94,PR
"[48.75822148885578, 2.3687151832476654]",VSU1,94,FR
"[48.84453740011723, 2.4389048001164886]",VSU1,94,FR
"[48.76425355004745, 2.4053354499710906]",VDS,94,PR
"[48.765911584830114, 2.410483474353897]",VDS,94,PR
"[48.78914810024133, 2.330919513585281]",VSU2,94,FR
"[48.78257453506574, 2.344161512367539]",VSU1,94,PR
"[48.805984027339285, 2.325775592818084]",VSU1,94,FR
"[48.76410254982894, 2.4079989500415584]",VSU1,94,FR
"[48.77149699221327, 2.3476209879378045]",VSU1,94,FR
"[48.81234600312179, 2.3676848224032363]",VSU1,94,PR
"[48.75938759994389, 2.3685023499535305]",VDS,94,PR
"[48.790117564189885, 2.3909959439410127]",VSU1,94,PR
"[48.77165529647975, 2.4398178240038955]",VDS,94,PR
"[48.76106700022801, 2.329016599736348]",VSU1,94,FR
"[48.811439221654936, 2.3265097027520634]",VDS,92,FR
"[48.761796336111914, 2.3148617494340162]",VDS,94,PR
"[48.7631786558668, 2.309520079937897]",VSU1,92,PR
"[48.807128214631604, 2.5109604353258703]",VSU1,94,PR
"[48.83512587465355, 2.520034958850917]",VSU2,94,FR
"[48.838363312762276, 2.3928747819025205]",VSU1,75,FR
"[48.849617001709575, 2.370692519294379]",VSU1,75,FR
"[48.866383848881966, 2.3219310066169285]",VSU1,75,FR
"[48.86879089956008, 2.33310414031061]",VDS,75,FR
"[48.85172098816548, 2.2915322305388677]",VSU1,75,FR
"[48.86900345053521, 2.355678455096665]",VSU1,75,FR
"[48.86804565138186, 2.361753125713747]",VSU1,75,FR
"[48.85237722510785, 2.3694791457765865]",VDS,75,FR
"[48.821857600013786, 2.3250642475119827]",VSU1,75,FR
"[48.86587130598543, 2.310286362240965]",VDSC,75,FR
"[48.87503813942001, 2.321707314348098]",VSU1,75,FR
"[48.886717208919, 2.2934775639349545]",VSU1,75,PR
"[48.84388906351767, 2.3238238778655584]",VDS,75,FR
"[48.82288429170849, 2.340504539928088]",VSU1,75,FR
"[48.825462335272604, 2.341626032484815]",VSU1,75,FR
"[48.895837125745786, 2.3464283698029686]",VSU1,75,FR
"[48.85911599100202, 2.289688855508439]",VDS,75,FR
"[48.898752451400924, 2.3441780147036573]",VDS,75,PR
"[48.86971590569672, 2.3524459769095665]",VSU1,75,FR
"[48.82096056502212, 2.321219618676028]",VSU1,75,PR
"[48.86388978934633, 2.3662700135580903]",VDS,75,FR
"[48.872216164814404, 2.343141533844309]",VSU1,75,FR
"[48.84217699801833, 2.3131815044557005]",VSU1,75,FR
"[48.85111885611377, 2.345698750798277]",VSU1,75,FR
"[48.860344472361305, 2.3492432048462666]",VSU1,75,PR
"[48.84217869232303, 2.322990240220783]",VDS,75,FR
"[48.85077771413225, 2.3269587444295667]",VSU1,75,FR
"[48.844422731946985, 2.3639528313890206]",VSU1,75,PR
"[48.86973275755075, 2.37018886826708]",VSU1,75,FR
"[48.89382718412508, 2.331021842177787]",VSU1,75,FR
"[48.86751515182792, 2.384955298308394]",VSU2,75,FR
"[48.89143558158741, 2.3758729470958837]",VSU1,75,FR
"[48.88676904042172, 2.296648469365762]",VDS,75,FR
"[48.877573444389206, 2.3947204548966865]",VSU1,75,FR
"[48.84160401819469, 2.2667184508408242]",VSU1,75,FR
"[48.82002735261368, 2.3257387746643694]",VSU1,75,PR
"[48.881450757882575, 2.2849144441962888]",VSU1,75,FR
"[48.83740277774312, 2.3234783546086644]",VSU2,75,FR
"[48.84256060032777, 2.3691149047291153]",VSU1,75,FR
"[48.844920965558885, 2.3661572871744316]",VDS,75,PR
"[48.834983080289796, 2.3456109296389194]",VDS,75,FR
"[48.88085573507629, 2.3270658137964015]",VSU1,75,FR
"[48.859287206682765, 2.3429414349208932]",VSU1,75,PR
"[48.85200920426116, 2.348004499421131]",VSU1,75,FR
"[48.83395481262224, 2.33129860887717]",VSU1,75,FR
"[48.85139050734949, 2.336388036499315]",VSU1,75,FR
"[48.88826101557486, 2.31532826005386]",VSU1,75,FR
"[48.84618702578708, 2.272482884495467]",VSU1,75,FR
"[48.851298815110674, 2.3348120761082054]",VSU1,75,FR
"[48.85202535760979, 2.331523852210781]",VSU1,75,FR
"[48.89740885122396, 2.370563414420076]",VSU1,75,FR
"[48.877992541305424, 2.326944089099233]",VSU1,75,FR
"[48.87463564068741, 2.3251202042879533]",VSU1,75,FR
"[48.86896520101959, 2.355569909623681]",VSU1,75,PR
"[48.85830524661315, 2.348102502209815]",VSU1,75,FR
"[48.8775936305638, 2.409780075386848]",VSU1,75,FR
"[48.8356220929549, 2.333584023120751]",VSU1,75,PR
"[48.838144623865944, 2.342909491678913]",VDS,75,PR
"[48.846820147605705, 2.376397327388759]",VSU1,75,PR
"[48.85926217069255, 2.375321853339368]",VSU1,75,FR
"[48.85790707671855, 2.4035042035162393]",VSU1,75,FR
"[48.850829738234935, 2.4063516858150282]",VSU1,75,FR
"[48.83941709677355, 2.336709732663467]",VDS,75,FR
"[48.88372394950769, 2.2967804672161454]",VSU1,75,FR
"[48.84367183614216, 2.324481070589366]",VDS,75,PR
"[48.841401451552095, 2.2637954150264354]",VSU1,75,FR
"[48.899017606927906, 2.3869514651007866]",VDS,75,FR
"[48.87763082637767, 2.39176270846162]",VSU1,75,FR
"[48.860743334251886, 2.333840693531358]",VSU1,75,PR
"[48.8624935010606, 2.335263564511933]",VSU1,75,PR
"[48.86879037985413, 2.3407236932342173]",VSU1,75,FR
"[48.85952653738307, 2.352489627987543]",VSU1,75,FR
"[48.86196546571066, 2.3538302342399353]",VSU1,75,PR
"[48.84590909356264, 2.4059783248671813]",VSU1,75,FR
"[48.82331408752033, 2.3268826671001666]",VSU2,75,FR
"[48.83200507413359, 2.3134978256929446]",VSU1,75,FR
"[48.8325585630327, 2.3377715678202833]",VSU1,75,FR
"[48.86356455089965, 2.3103980096105086]",VSU2,75,FR
"[48.88135715395249, 2.3648206689181754]",VSU1,75,FR
"[48.85228138457624, 2.3767073810874533]",VSU1,75,FR
"[48.88319408121122, 2.367759611171589]",VSU1,75,FR
"[48.88092548385527, 2.364925982039548]",VSU1,75,FR
"[48.84285604632706, 2.3383501686134616]",VSU1,75,PR
"[48.87024063946658, 2.3125513807116223]",VSU1,75,FR
"[48.871555850695586, 2.313979506280687]",VSU1,75,FR
"[48.87446304207996, 2.3221385229059273]",VSU1,75,PR
"[48.866810530897254, 2.3169393400243874]",VDS,75,FR
"[48.81951501111423, 2.4633833500628604]",VSU1,94,FR
"[48.87517742836982, 2.3236098359549024]",VSU1,75,FR
"[48.86580283215489, 2.3369235525557017]",VSU1,75,FR
"[48.867250005128696, 2.334769168158903]",VSU1,75,FR
"[48.86435343014497, 2.346989662766011]",VSU1,75,FR
"[48.8929665952664, 2.377840889750861]",VSU1,75,PR
"[48.84358450140994, 2.3247565148013787]",VDS,75,PR
"[48.83941975840857, 2.300859127027721]",VSU1,75,FR
"[48.83919532318247, 2.3002375489234934]",VSU1,75,FR
"[48.858665109968115, 2.332533620606397]",VDS,75,FR
"[48.84507650096607, 2.320218709775702]",VDS,75,FR
"[48.87332058031871, 2.3126172942264764]",VSU1,75,FR
"[48.81802185096391, 2.359806013236976]",VDS,75,PR
"[48.83348145348457, 2.3317017562243705]",VSU1,75,FR
"[48.83506450932124, 2.3039757313528435]",VSU1,75,FR
"[48.84487859109711, 2.3394759800183214]",VSU1,75,FR
"[48.83910747691091, 2.3592784658917]",VDS,75,PR
"[48.84420971600093, 2.365085416796316]",VDS,75,PR
"[48.87672095119734, 2.282751809848179]",VSU1,75,FR
"[48.883107774661944, 2.3349508490093345]",VDS,75,FR
"[48.84801310220922, 2.3739335194664184]",VSU1,75,PR
"[48.84775965084626, 2.4027823302275837]",VDS,75,FR
"[48.86690940310537, 2.3339100606676753]",VDS,75,FR
"[48.8476463736905, 2.257258189772124]",VSU1,75,FR
"[48.89144304803153, 2.377985227542304]",VSU1,75,FR
"[48.844815949219225, 2.3718830171325918]",VDS,75,FR
"[48.847367887081916, 2.38695532229933]",VSU1,75,FR
"[48.82663458399371, 2.363641436036675]",VSU1,75,FR
"[48.831250016730415, 2.3574125997761244]",VDS,75,PR
"[48.84722768261401, 2.3857398552658156]",VSU1,75,FR
"[48.868521964439964, 2.35856118442856]",VSU1,75,FR
"[48.85833210627559, 2.3328445203814643]",VSU2,75,PR
"[48.86609626988572, 2.3531810331999665]",VSU1,75,FR
"[48.876866697149815, 2.4064276089634626]",VSU2,75,FR
"[48.87578103574275, 2.3415066087043463]",VSU1,75,FR
"[48.85908005138663, 2.346580292679737]",VSU1,75,PR
"[48.87126244384832, 2.344392117907363]",VSU1,75,FR
"[48.8690438711726, 2.3393974665260577]",VSU1,75,FR
"[48.868624988208204, 2.338401853581699]",VSU1,75,FR
"[48.845209288048906, 2.3416039628733407]",VSU1,75,FR
"[48.828349978293765, 2.3911119365368054]",VSU1,75,FR
"[48.89947137680679, 2.370296546492293]",VSU1,75,FR
"[48.81777853382765, 2.3598880645469147]",VDS,75,PR
"[48.8280817071586, 2.3895058773335958]",VSU1,75,FR
"[48.820461276559236, 2.371932659078924]",VSU1,75,FR
"[48.82096393463191, 2.370396356460971]",VSU1,75,FR
"[48.888725781217154, 2.396068354364304]",VSU1,75,PR
"[48.83589560025183, 2.349062362997286]",VSU1,75,FR
"[48.88622050220338, 2.2867912702945716]",VSU2,75,FR
"[48.88949237564195, 2.3040881812812795]",VDS,75,FR
"[48.89923035112002, 2.3711380024289284]",VSU1,75,FR
"[48.885181558313626, 2.3266497982449157]",VSU1,75,PR
"[48.838645989071125, 2.320023156926923]",VSU1,75,FR
"[48.857566239690364, 2.3458496467062977]",VSU1,75,FR
"[48.87085775435193, 2.342872821490135]",VSU1,75,PR
"[48.88007419302597, 2.350842658535863]",VSU1,75,FR
"[48.854651496373506, 2.3060834127336998]",VSU1,75,FR
"[48.87609862503628, 2.330854364179602]",VDSC,75,FR
"[48.89364118783992, 2.374796448670079]",VSU1,75,FR
"[48.88533591382983, 2.359374574228826]",VDS,75,FR
"[48.888486486062554, 2.359883172125784]",VSU1,75,FR
"[48.890051901725954, 2.359924218186058]",VSU1,75,FR
"[48.89133567856414, 2.3182600321680584]",VSU1,75,FR
"[48.860325926705706, 2.310211325232653]",VDSC,75,FR
"[48.8760491014213, 2.340217914375301]",VSU1,75,FR
"[48.84290156110427, 2.374895226661083]",VDSC,75,FR
"[48.83088619442503, 2.381455911679759]",VSU1,75,FR
"[48.89443699690583, 2.3279160182300935]",VSU1,75,FR
"[48.869913900342624, 2.327905454523148]",VSU1,75,FR
"[48.821890258938375, 2.325338923119522]",VSU1,75,PR
"[48.84987466063853, 2.276213338781259]",VSU1,75,FR
"[48.838181001338455, 2.2563293148960204]",VSU1,75,FR
"[48.854641310851505, 2.4054949998555264]",VSU1,75,FR
"[48.87139882174639, 2.336649828120483]",VSU1,75,FR
"[48.845276027615085, 2.3116226232888755]",VSU1,75,FR
"[48.85331396437594, 2.3681263113303808]",VSU2,75,FR
"[48.852564774270306, 2.3436371429170175]",VDSC,75,PR
"[48.8587406534305, 2.3411571802278393]",VSU1,75,PR
"[48.89659185133757, 2.345507748802855]",VDS,75,FR
"[48.86491049336409, 2.4001223065672526]",VSU1,75,PR
"[48.87525049790424, 2.324897307668083]",VSU1,75,PR
"[48.819653600669426, 2.342947159833613]",VSU1,75,FR
"[48.87703235297989, 2.409078993853327]",VSU1,75,PR
"[48.87630924525246, 2.332160002832317]",VDSC,75,FR
"[48.86044311825838, 2.3421645491096874]",VSU2,75,FR
"[48.87607420060026, 2.368429209440505]",VSU1,75,FR
"[48.847662092205326, 2.374657535328377]",VSU1,75,PR
"[48.875023316381416, 2.3089195354069387]",VDS,75,FR
"[48.89670287578611, 2.3286725029836584]",VSU1,75,FR
"[48.865139804904906, 2.300015356374582]",VDS,75,FR
"[48.84841265120923, 2.274735860171859]",VSU1,75,FR
"[48.841580964662484, 2.329739166204491]",VDS,75,FR
"[48.859983948933674, 2.302934689558752]",VSU2,75,FR
"[48.84603936351605, 2.340125861046919]",VSU1,75,FR
"[48.84732759734914, 2.3866181151913595]",VSU1,75,FR
"[48.84904213895917, 2.3418049395316576]",VDSC,75,PR
"[48.89930330144267, 2.3295629144969316]",VDS,75,PR
"[48.83883202221809, 2.3169546186130225]",VSU1,75,PR
"[48.88711270168213, 2.2951453937838306]",VSU1,75,PR
"[48.88590430992241, 2.296305634947146]",VSU2,75,FR
"[48.858505072892335, 2.275417763629818]",VSU1,75,FR
"[48.850092057960616, 2.3485687762812724]",VSU1,75,PR
"[48.85045763428918, 2.346817060317531]",VSU1,75,PR
"[48.876228261539055, 2.2873347230109804]",VSU1,75,FR
"[48.820773201308484, 2.321033514435185]",VSU1,75,FR
"[48.82139825081489, 2.3247591597074977]",VSU1,75,FR
"[48.83900555222863, 2.3389085267144334]",VDS,75,PR
"[48.830093867588, 2.320270797917266]",VSU1,75,FR
"[48.8369751512436, 2.297470044421203]",VSU1,75,FR
"[48.82783019260148, 2.32747019659135]",VSU1,75,FR
"[48.83408493416485, 2.3321526715899576]",VSU1,75,FR
"[48.89038014742956, 2.3560645578528865]",VSU1,75,FR
"[48.8756301452126, 2.356645207785017]",VSU1,75,FR
"[48.85050276446359, 2.342662818265735]",VDSC,75,FR
"[48.8921965333375, 2.3235703532631873]",VSU1,75,FR
"[48.85791212893473, 2.34788187133174]",VSU1,75,FR
"[48.839731200970476, 2.3213284596907036]",VSU1,75,FR
"[48.846725751028934, 2.316696709685459]",VDS,75,FR
"[48.862052555464345, 2.341398179677248]",VDS,75,FR
"[48.86199797838455, 2.337698548722516]",VSU1,75,PR
"[48.8687828999667, 2.3627421235378594]",VDS,75,PR
"[48.880384451967274, 2.3524179194015176]",VDS,75,PR
"[48.85188154967545, 2.3409444190473807]",VSU1,75,PR
"[48.86278170791311, 2.3668108346833217]",VDS,75,FR
"[48.824074101724705, 2.327722319729304]",VSU1,75,FR
"[48.86167757744391, 2.315031856397442]",VSU2,75,FR
"[48.831046033570715, 2.3760493198503245]",VSU1,75,FR
